id,publisher_id,name,slug,description,created_at,active
367,14,Fairy Quest: Outlaws (2013),fairy-quest-outlaws-2013,"А представьте себе, что все любимые нами с детства сказки — это чётко срежиссированные представления, и всякое отступление от сценария строго карается надсмотрщиком! Раз за разом, день за днём, неделя за неделей, год за годом персонажи вынуждены разыгрывать одну и ту же историю, строго соблюдая хронометраж и все детали. В Волшебном Лесу всё так и было, пока в один прекрасный день Красная Шапочка и Волк не нарушили все законы сказочного мира...",2025-10-28 18:06:56,1
368,14,Clive Barker&#039;s Hellraiser (2011),clive-barker039s-hellraiser-2011,"Кёрсти собирает команду выживших после встречи с Сенобитами, чтобы уничтожить все головоломки, а в это же время у Пинхеда созревает новый коварный план.",2025-10-28 18:06:56,1
369,14,Steven Universe (2014),steven-universe-2014,"Комикс по известному многим мультсериалу CN \""Steven Universe\""! Он расскажет вам о буднях самоцветов и жителей Пляжного города в новом свете. Совместка с пабликом Steven Universe.",2025-10-28 18:06:56,1
370,14,Boom! Studios One-shots,boom-studios-one-shots,,2025-10-28 18:06:56,1
371,13,Bart Simpson&#039;s Treehouse of Horror (1995),bart-simpson039s-treehouse-of-horror-1995,"Домик Ужасов Барта Симпсона - ежегодный комикс ужасов от Bongo Comics\""s. Обычно издается в сентябре-октябре, на Хэллоуин, и берет свое название от ежегодного \""Домика Ужаса\"" в ТВ эпизодах Симпсонов, показываемых на Хэллоуин. Комикс \""пишут\"" приглашенные художники и авторы, как правило, пародируются штампы современных фильмов и книг ужасов, а также показываются искаженные версии жителей Спрингфилда, отличных от ТВ-эпизодов. В Великобритании эти комиксы печатаются как часть \""Комиксов о Симпсонах\"". Некоторые люди называют их \""Ежегодные Симпсоны на Хэллоуин.\""",2025-10-28 18:06:56,1
372,12,Omega One (2008),omega-one-2008,"Правительство собирает команду супергероев для важного задания... Банально? Не совсем, ведь эта команда уже работала раньше, но распалась, а участники разошлись. И некоторые терпеть друг друга не могут...",2025-10-28 18:06:56,1
373,11,Lady Mechanika: La Dama De La Muerte (2016),lady-mechanika-la-dama-de-la-muerte-2016,"Волею случая Леди Механика попадает в мексиканскую деревушку в канун Дня Мёртвых, где попадает в эпицентр страшных, жестоких и мистических событий.",2025-10-28 18:06:56,1
374,11,Wraithborn Redux (2016),wraithborn-redux-2016,"Заточенные и невидимые, демоны обитают среди нас, всячески пытаясь прорваться в материальный мир. Тайное Братство воинов хранит силу Рожденного Призраком, единственное оружие, которого боятся демоны. Молодого воина Валина с рождения тренировали, чтобы он стал хранителем Рожденного Призраком (или предал братство?), но вместо этого силу получает Мелани, робкая ученица старшей школы, не имеющая ни малейшего представления о сверхъестественном. Теперь робкий подросток и гордый, но не имеющий силы против демонов воин, должны понять, как управлять силой Рожденного Призраком, и спасти человечество от порабощения демонами.",2025-10-28 18:06:56,1
375,10,Lady Death: Lost Souls (2005),lady-death-lost-souls-2005,"Ящик Пандоры у ужасного Лорда Синнера, Иерусалим под гнётом семи смертных грехов, а Леди Смерть, Саташа и Ангел Войны - марионетки Синнера. Получится ли у Пандоры в очередной раз спасти мир?",2025-10-28 18:06:56,1
376,10,Lady Death: The Wicked (2005),lady-death-the-wicked-2005,"Одна плохо воспитанная девочка решила поиграть с Леди Смерть. Только она не учла, что играть со смертью - весьма опасное занятие.",2025-10-28 18:06:56,1
378,377,Afterlife With Archie (2013),afterlife-with-archie-2013,Любите ужасы? Тогда эта история для вас! Обычная жизнь Арчи и его друзей становится ожившим кошмаром...,2025-10-28 18:06:56,1
379,377,Teenage Mutant Ninja Turtles Adventures (1989),teenage-mutant-ninja-turtles-adventures-1989,,2025-10-28 18:06:56,1
380,377,Archie One-Shots,archie-one-shots,,2025-10-28 18:06:56,1
381,8,Okko: The Cycle of Earth (2008),okko-the-cycle-of-earth-2008,"Ронин Окко возглавляет маленькую группу охотников за демонами, странствующую по землям империи Паджан. С ним Нобуро, загадочный великан, скрывающий лицо под красной маской; Ношин, эксцентричный монах и любитель саке, умеющий вызывать и общаться с духами природы; и последний, но не менее важный, рыбак Тикку, присоединившийся к ним по собственному желанию, которого Ношин обучает секретам своего искусства.",2025-10-28 18:06:56,1
382,7,XIII (2005),xiii-2005,"Авторы: Жан Ван Хамме и Уильям Вэнс. \""Тринадцатый\"" - это франко-бельгийский комикс, повествующий о приключениях спецагента, потерявшего память. Авторы не раз заявляли, что во многом вдохновлялись книгой Роберта Ладлэма \""Идентификация Борна\"" (по которой, кстати, выпущен фильм). Cразу после выхода комикс ожидал небывалый успех и поэтому было выпущено около 19 томов. При этом на английском издано всего три. Впрочем, в 2007 году Dabel Brothers Production совместно с Marvel издали \""XIII Volume 1 TP\"" \""для взрослых\"" в который вошли три альбома. По мотивам комикса вышла одноименная игра от Ubisoft и затем фильм с Вэлом Килмером и Стивеном Дорффом в главных ролях.",2025-10-28 18:06:56,1
383,7,Alias One-Shots,alias-one-shots,,2025-10-28 18:06:56,1
384,6,Chimichanga (2009),chimichanga-2009,"Что произойдёт, если бородатая девочка отправится купить мексиканской еды? Правильный ответ: она повстречает неведомое мохнатое существо, сумасшедшую ведьму и скверного богатея, а на основе её бороды создадут препарат от расстройства кишечника... Нет, это не бред наркомана, это новый комикс от гениального Эрика Пауэлла, встречайте – Чимичанга. И приключения только начинаются!",2025-10-28 18:06:56,1
385,4,Image One-Shots,image-one-shots,,2025-10-28 18:06:56,1
387,386,Red (2003),red-2003,"Мини-серия из трех номеров от малоизвестного в широких кругах издательства Homage Comics, но очень знаменитого сценариста Уоррена Эллиса. Сюжет закручивается вокруг бывшего киллера ЦРУ, Пола Мосеса, убивавшего по всему миру неугодных правительству людей. Но в Управлении произошла смена власти, и новый, молодой, наивный и очень вспыльчивый директор решает убрать Пола, дабы не всплыла информация о темных делишках правительства. Но Пол не просто старикашка, отошедший от дел. Он профессиональный киллер и собирается доказать это.",2025-10-28 18:06:56,1
388,27,Dynamite One-Shots,dynamite-one-shots,,2025-10-28 18:06:56,1
389,3,Dark Horse One-Shots,dark-horse-one-shots,,2025-10-28 18:06:56,1
390,1,Journey Into Mystery (2011),journey-into-mystery-2011,,2025-10-28 18:06:56,1
391,1,Amazing Spider-Man (2014),amazing-spider-man-2014,,2025-10-28 18:06:56,1
392,2,Batman: Shadow of the Bat (1992),batman-shadow-of-the-bat-1992,,2025-10-28 18:06:56,1
393,2,Nightwing (1996),nightwing-1996,,2025-10-28 18:06:56,1
394,2,DC One-shots,dc-one-shots,,2025-10-28 18:06:56,1
395,2,Warlord (1976),warlord-1976,,2025-10-28 18:06:56,1
396,1,X-Men (1963),x-men-1963,,2025-10-28 18:06:56,1
397,2,Batman/Superman (2013),batman-superman-2013,,2025-10-28 18:06:56,1
398,2,Superman: Earth One (2010),superman-earth-one-2010,,2025-10-28 18:06:56,1
399,2,More Fun Comics (1936),more-fun-comics-1936,,2025-10-28 18:06:56,1
400,2,Batman and Robin (2011),batman-and-robin-2011,,2025-10-28 18:06:56,1
401,2,Green Arrow (2011),green-arrow-2011,,2025-10-28 18:06:56,1
402,1,Venom: The Finale (1997),venom-the-finale-1997,,2025-10-28 18:06:56,1
403,2,Superman &amp; Bugs Bunny (2000) ,superman-amp-bugs-bunny-2000,"Никогда не хотели узнать что будет если в одном комиксе будут фигурировать не только супергерои, ни и комичные мультяшки? Могли ли вы представить, что Бетмена заменит утка Даффи?! А вот сценарист Марк Эванер и художник Джо Стетон представили, и вышло довольно неплохо! Комикс сочетает в себе хороший рисунок, имеет интересный сюжет который естественно граничит с уничтожением всего мира, и старые «добрые» шутки от Луни Тьюнз. То есть можно сказать. Что для американцев создатели просто объединили две самые важные вселенные в мульт индустрии. Ну а фанаты издательства DC, могу увидеть своих кумиров, и особенно Супермена созданного Джо Шустером и Джери Сигелом, совершенно в новых и порой даже безумных положениях.",2025-10-28 18:06:56,1
404,33,Darkness-Superman (2005),darkness-superman-2005,"Кроссовер, задумавшийся как ограниченная серия из нескольких номеров, совместной работы двух издательств в которой принял участие великолепный художник Тайлер Киркман. История повествует о скрытности и её распознании. Вскоре эти два номера стали частью одной большой историей похождения Джеки Эстакадо, более известного как Даркнесс.",2025-10-28 18:06:56,1
405,1,Elektra (2014),elektra-2014,"Третий том приключений Электры, отмеченный критиками за невероятный рисунок и нетипичный сюжет. Электра получает заказ найти и доставить живым легендарного наемника Капского Ворона, однако она не догадывается, чем для нее обернется это задание. К сожалению, из-за низких продаж издательство прикрыло серию.",2025-10-28 18:06:56,1
406,45,Brutal Nature: Concrete Fury (2017),brutal-nature-concrete-fury-2017,,2025-10-28 18:06:56,1
407,1,Web of Spider-Man (2009),web-of-spider-man-2009,,2025-10-28 18:06:56,1
408,1,Web of Venom (2018),web-of-venom-2018,,2025-10-28 18:06:56,1
409,1,What if,what-if,,2025-10-28 18:06:56,1
410,1,Dark Wolverine (2009),dark-wolverine-2009,"Кроссовер с седьмым томом \""Карателя\"", в котором Дэйкену захотелось стать обладателем таинственного артефакта, дающего силу Фарнкенкастлу.",2025-10-28 18:06:56,1
411,1,Strange Tales (1951),strange-tales-1951,,2025-10-28 18:06:56,1
412,1,Punisher (1995),punisher-1995,,2025-10-28 18:06:56,1
413,1,Punisher (1987),punisher-1987,,2025-10-28 18:06:56,1
414,1,Cosmic Ghost Rider (2018),cosmic-ghost-rider-2018,,2025-10-28 18:06:56,1
415,22,Uncle Sam (1997),uncle-sam-1997,,2025-10-28 18:06:56,1
416,45,IDW One-shots,idw-one-shots,,2025-10-28 18:06:56,1
417,2,Starfire (2015),starfire-2015,,2025-10-28 18:06:56,1
418,47,Grimm Fairy Tales: Inferno (2010),grimm-fairy-tales-inferno-2010,,2025-10-28 18:06:56,1
419,1,Space: Punisher (2012),space-punisher-2012,,2025-10-28 18:06:56,1
420,1,Sensational Spider-Man (1996),sensational-spider-man-1996,,2025-10-28 18:06:56,1
422,421,Hotline Miami Wildlife (2016),hotline-miami-wildlife-2016,,2025-10-28 18:06:56,1
423,1,Absolute Carnage (2019),absolute-carnage-2019,,2025-10-28 18:06:56,1
424,1,Jessica Jones (2018),jessica-jones-2018,,2025-10-28 18:06:56,1
425,2,House of Secrets (1969),house-of-secrets-1969,,2025-10-28 18:06:56,1
426,1,Spider-Man (2019),spider-man-2019,,2025-10-28 18:06:56,1
427,1,Absolute Carnage: Miles Morales (2019),absolute-carnage-miles-morales-2019,,2025-10-28 18:06:56,1
428,1,Absolute Carnage: Scream (2019),absolute-carnage-scream-2019,,2025-10-28 18:06:56,1
429,1,Incredible Hulk (1968),incredible-hulk-1968,,2025-10-28 18:06:56,1
430,48,Inferno: Addendum,inferno-addendum,,2025-10-28 18:06:56,1
431,18,Lady Death,lady-death,,2025-10-28 18:06:56,1
432,18,Hellwitch: The Forsaken (2020),hellwitch-the-forsaken-2020,,2025-10-28 18:06:56,1
435,1,Shadows and Light (1998),shadows-and-light-1998,,2025-10-28 18:06:56,1
436,1,Fear Itself (2011),fear-itself-2011,,2025-10-28 18:06:56,1
437,36,MAX One-Shots,max-one-shots,,2025-10-28 18:06:56,1
438,1,New Mutants (1983),new-mutants-1983,,2025-10-28 18:06:56,1
439,28,Harris One-Shots,harris-one-shots,,2025-10-28 18:06:56,1
440,1,Absolute Carnage: Lethal Protectors (2019),absolute-carnage-lethal-protectors-2019,,2025-10-28 18:06:56,1
441,27,Vampirella: Masters Series (2010),vampirella-masters-series-2010,,2025-10-28 18:06:56,1
444,2,Justice League (1987),justice-league-1987,,2025-10-28 18:06:56,1
445,1,Marvel Team-Up (1972),marvel-team-up-1972,,2025-10-28 18:06:56,1
446,2,Legion of Super-Heroes (1984),legion-of-super-heroes-1984,,2025-10-28 18:06:56,1
447,25,Digital Webbing One-Shots,digital-webbing-one-shots,,2025-10-28 18:06:56,1
448,1,Captain America (1968),captain-america-1968,,2025-10-28 18:06:56,1
449,47,Sins of the Fallen (2005),sins-of-the-fallen-2005,"По Филадельфии прокатывается волна убийств. У всех жертв вырезают сердце и забирают еще какую-нибудь часть тела. В народе убийцу окрестили \""Ночным охотником\"". По следу преступника идет полиция и журналист Бэнкс.",2025-10-28 18:06:56,1
451,450,Rick and Morty (2015),rick-and-morty-2015,,2025-10-28 18:06:56,1
452,2,Arkham Asylum: Living Hell (2003),arkham-asylum-living-hell-2003,,2025-10-28 18:06:56,1
453,1,New Warriors (1990),new-warriors-1990,,2025-10-28 18:06:56,1
454,1,Amazing Spider-Man (2018),amazing-spider-man-2018,,2025-10-28 18:06:56,1
455,4,Unnatural (2018),unnatural-2018,,2025-10-28 18:06:56,1
456,1,Absolute Carnage One-Shots,absolute-carnage-one-shots,,2025-10-28 18:06:56,1
457,2,Injustice 2 (2017),injustice-2017,,2025-10-28 18:06:56,1
458,1,Skrull Kill Krew (1995),skrull-kill-krew-1995,,2025-10-28 18:06:56,1
459,47,Grimm Fairy Tales: The Dream Eater Saga (2011),grimm-fairy-tales-the-dream-eater-saga-2011,,2025-10-28 18:06:56,1
460,33,Darkness (1996),darkness-1996,,2025-10-28 18:06:56,1
461,29,Heavy Metal Magazine (1977),heavy-metal-magazine-1977,,2025-10-28 18:06:56,1
462,29,Heavy Metal One-Shots,heavy-metal-one-shots,,2025-10-28 18:06:56,1
463,1,Fantastic Four (1961),fantastic-four-1961,,2025-10-28 18:06:56,1
464,2,Black Canary (2007),black-canary-2007,,2025-10-28 18:06:56,1
465,1,Absolute Carnage vs. Deadpool (2019),absolute-carnage-vs-deadpool-2019,,2025-10-28 18:06:56,1
466,1,Young X-Men (2008),young-x-men-2008,,2025-10-28 18:06:56,1
467,2,Titans (2008),titans-2008,,2025-10-28 18:06:56,1
468,1,Friendly Neighborhood Spider-Man (2019),friendly-neighborhood-spider-man-2019,,2025-10-28 18:06:56,1
469,1,Blade Runner (1982),blade-runner-1982,,2025-10-28 18:06:56,1
471,2,Strange Adventures (2020),strange-adventures-2020,,2025-10-28 18:06:56,1
472,2,Young Justice (1998),young-justice-1998,,2025-10-28 18:06:56,1
473,2,Flash &amp; Green Lantern: The Brave and the Bold,flash-amp-green-lantern-the-brave-and-the-bold,,2025-10-28 18:06:56,1
474,1,Nova (1976),nova-1976,,2025-10-28 18:06:56,1
476,475,Sam &amp; Max Surfin&#039; The Highway,sam-amp-max,,2025-10-28 18:06:56,1
477,2,Justice League of America&#039;s Vibe (2013),justice-league-of-america039s-vibe-2013,,2025-10-28 18:06:56,1
478,1,King In Black (2020),king-in-black-2020,,2025-10-28 18:06:56,1
479,1,Zorro (1990),zorro-1990,,2025-10-28 18:06:56,1
480,1,Eternals (2021),eternals-2021,,2025-10-28 18:06:56,1
481,1,Spider-Man Newspaper Strips (1977),spider-man-newspaper-strips-2014,,2025-10-28 18:06:56,1
482,2,Power Girl (2009),power-girl-2009,,2025-10-28 18:06:56,1
483,2,Batman: Legends of the Dark Knight (1992),batman-legends-of-the-dark-knight-1992,,2025-10-28 18:06:56,1
484,1,Young Avengers Presents (2008),young-avengers-presents-2008,,2025-10-28 18:06:56,1
485,39,TMNT: Teenage Mutant Ninja Turtles (2001),tmnt-teenage-mutant-ninja-turtles-2001,,2025-10-28 18:06:56,1
487,2,Batman Chronicles (1995),batman-chronicles-1995,,2025-10-28 18:06:56,1
488,2,Absolute Green Lantern (2025),absolute-green-lantern-2025,,2025-10-28 18:06:56,1
489,450,Jonna and the Unpossible Monsters (2020),jonna-and-the-unpossible-monsters-2020,,2025-10-28 18:06:56,1
490,2,Trinity of Sin (2014),trinity-of-sin-2014,,2025-10-28 18:06:56,1
491,1,Iron Man (1968),iron-man-1968,,2025-10-28 18:06:56,1
492,1,Invisible Woman (2019),invisible-woman-2019,,2025-10-28 18:06:56,1
493,2,Superman (2018),superman-2018,,2025-10-28 18:06:56,1
494,2,Booster Gold (2007),booster-gold-2007,,2025-10-28 18:06:56,1
495,2,Teen Titans Academy (2021),teen-titans-academy-2021,,2025-10-28 18:06:56,1
496,2,Sinestro (2014),sinestro-2014,,2025-10-28 18:06:56,1
497,4,Savage Dragon (1993),savage-dragon-1993,,2025-10-28 18:06:56,1
498,2,Crime Syndicate (2021),crime-syndicate-2021,,2025-10-28 18:06:56,1
499,2,Batman Adventures (1992),batman-adventures-1992,,2025-10-28 18:06:56,1
500,248,Fire Power (2020),fire-power-2020,,2025-10-28 18:06:56,1
501,2,Superman: Last Stand of New Krypton (2010),superman-last-stand-of-new-krypton-2010,,2025-10-28 18:06:56,1
502,2,Adventure Comics (2009),adventure-comics-2009,,2025-10-28 18:06:56,1
503,2,Superman (1939),superman-1939,,2025-10-28 18:06:56,1
504,1,Amazing Fantasy (2004),amazing-fantasy-2004,Комиксы этой серии были переведены и оформлены командой Comixopolis,2025-10-28 18:06:56,1
507,506,The Lord of the Rings (1979),the-lord-of-the-rings-1979,,2025-10-28 18:06:56,1
508,2,The Batman Adventures: The Lost Years (1998),batman-adventures-lost-years-1998,,2025-10-28 18:06:56,1
509,2,The Ray (2012),the-ray-2012,,2025-10-28 18:06:56,1
510,2,Blue &amp; Gold (2021),blue-amp-gold-2021,,2025-10-28 18:06:56,1
511,2,Human Bomb (2013),human-bomb-2013,,2025-10-28 18:06:56,1
512,1,Thor (1966),thor-1966,,2025-10-28 18:06:56,1
513,1,Tales to Astonish (1959),tales-to-astonish-1959,,2025-10-28 18:06:56,1
514,42,Les Insurges D&#039;Edaleth (2005),les-insurges-d039edaleth,,2025-10-28 18:06:56,1
515,1,X-Men Adventures (1992),x-men-adventures-1992,,2025-10-28 18:06:56,1
516,2,Batman: Gotham Nights (2020),batman-gotham-nights-2020,,2025-10-28 18:06:56,1
517,2,Checkmate (2006),checkmate-2006,,2025-10-28 18:06:56,1
518,3,Predator: Hunters II (2018),predator-hunters-ii,,2025-10-28 18:06:56,1
519,2,Ambush Bug: Year None (2008),ambush-bug-year-none-2008,,2025-10-28 18:06:56,1
520,1,Deadly Foes of Spider-Man (1991),deadly-foes-of-spider-man-1991,,2025-10-28 18:06:56,1
522,2,The Phantom Stranger (1987),the-phantom-stranger-1987,,2025-10-28 18:06:56,1
523,377,Archie Comics 80th Anniversary Presents (2020),archie-comics-80th-anniversary-presents-2020,,2025-10-28 18:06:56,1
524,450,Jingle Belle (1999),jingle-belle-1999,,2025-10-28 18:06:56,1
526,2,Batman Vs. Bigby! A Wolf In Gotham (2021),batman-vs-bigby-a-wolf-in-gotham-2021,,2025-10-28 18:06:56,1
527,450,Oni Press One-shots,oni-press-one-shots,,2025-10-28 18:06:56,1
528,43,Titan One-shots,titan-one-shots,,2025-10-28 18:06:56,1
529,2,Space Ghost (2005),space-ghost-2005,,2025-10-28 18:06:56,1
530,3,Conan and the People of the Black Circle (2013),conan-and-the-people-of-the-black-circle-2013,,2025-10-28 18:06:56,1
531,1,Red Skull (2011),red-skull-2011,,2025-10-28 18:06:56,1
532,2,The Vigilante (1983),the-vigilante-1983,,2025-10-28 18:06:56,1
533,1,Magik (1983),magik-1983,,2025-10-28 18:06:56,1
534,3,The Mask: The Hunt For Green October (1995),the-mask-the-hunt-for-green-october-1995,,2025-10-28 18:06:56,1
535,450,Oni Double Feature (1998),oni-double-feature-1998,,2025-10-28 18:06:56,1
536,1,X-Factor (1986),x-factor-1986,,2025-10-28 18:06:56,1
537,1,Spider-Man: Hobgoblin Lives (1997),spider-man-hobgoblin-lives,,2025-10-28 18:06:56,1
538,2,Year One: Batman Scarecrow (2005),year-one-batman-scarecrow-2005,,2025-10-28 18:06:56,1
539,1,Skrull Kill Krew (2009),skrull-kill-krew-2009,,2025-10-28 18:06:56,1
540,1,Alpha Flight (1983),alpha-flight-1983,,2025-10-28 18:06:56,1
541,2,Robin (1991),robin-1991,,2025-10-28 18:06:56,1
542,1,Sub-Mariner (1968),sub-mariner-1968,,2025-10-28 18:06:56,1
543,2,Batman/Wildcat (1997),batman-wildcat-1997,,2025-10-28 18:06:56,1
545,544,Nelson (2018),nelson-2018,,2025-10-28 18:06:56,1
546,1,Chamber of Darkness (1969),chamber-of-darkness-1969,,2025-10-28 18:06:56,1
547,1,Fury: Peacemaker (2006),fury-peacemaker-2006,,2025-10-28 18:06:56,1
548,1,House of M: Avengers (2008),house-of-m-avengers-2008,,2025-10-28 18:06:56,1
549,1,Man-Thing (2004),man-thing-2004,,2025-10-28 18:06:56,1
550,1,Marvel Holiday Special (1991),marvel-holiday-special-1991,,2025-10-28 18:06:56,1
551,1,Silver Surfer (1987),silver-surfer-1987,,2025-10-28 18:06:56,1
552,1,Cloak and Dagger (1988),cloak-and-dagger-1988,,2025-10-28 18:06:56,1
553,1,Punisher War Journal (1988),punisher-war-journal-1988,,2025-10-28 18:06:56,1
554,39,Mirage Studios One-Shots,mirage-studios-one-shots,Одиночные выпуски издательства Mirage Studios.,2025-10-28 18:06:56,1
555,1,Carnage (2022),carnage-2022,,2025-10-28 18:06:56,1
556,1,Punisher: Official Movie Adaptation (2004),punisher-official-movie-adaptation-2004,,2025-10-28 18:06:56,1
558,557,Bible Tales For Young Folk (1953),bible-tales-for-young-folk-1953,,2025-10-28 18:06:56,1
559,557,Yellow Claw (1956),yellow-claw-1956,,2025-10-28 18:06:56,1
560,1,Tomb of Dracula (1972),tomb-of-dracula-1972,,2025-10-28 18:06:56,1
561,1,Transformers: The Movie (1986),transformers-the-movie-1986,,2025-10-28 18:06:56,1
562,1,War is Hell (1973),war-is-hell-1973,,2025-10-28 18:06:56,1
563,47,Final Destination: Death Never Takes A Vacation,final-destination-death-never-takes-a-vacation,,2025-10-28 18:06:56,1
564,36,Haunt of Horror: Lovecraft (2008),haunt-of-horror-lovecraft-2008,,2025-10-28 18:06:56,1
566,565,Terminator 2: Cybernetic Dawn (1995),terminator-2-cybernetic-dawn-1995,,2025-10-28 18:06:56,1
567,1,Webspinners: Tales of Spider-Man (1999),webspinners-tales-of-spider-man-1999,,2025-10-28 18:06:56,1
568,1,Punisher (2022),punisher-2022,,2025-10-28 18:06:56,1
569,1,Amazing Scarlet Spider (1995),amazing-scarlet-spider-1995,,2025-10-28 18:06:56,1
570,1,Venom: Lethal Protector (2022),venom-lethal-protector-2022,,2025-10-28 18:06:56,1
571,1,Scarlet Spider (1995),scarlet-spider-1995,,2025-10-28 18:06:56,1
572,1,Web of Scarlet Spider (1995),web-of-scarlet-spider-1995,,2025-10-28 18:06:56,1
573,1,Spectacular Scarlet Spider (1995),spectacular-scarlet-spider-1995,,2025-10-28 18:06:56,1
574,1,Marvel Super-Heroes (1967),marvel-super-heroes-1967,,2025-10-28 18:06:56,1
578,577,JRR Tolkien - The True Lord of the Rings (2012),jrr-tolkien-the-true-lord-of-the-rings-2012,,2025-10-28 18:06:56,1
579,4,Monstress: Talk-Stories (2020),monstress-talk-stories-2020,,2025-10-28 18:06:56,1
580,45,Transformers &#039;84 (2020),transformers-03984,,2025-10-28 18:06:56,1
581,1,Howard the Duck (1975),howard-the-duck-1975,,2025-10-28 18:06:56,1
584,582,AMP One-Shots,amp-one-shots,,2025-10-28 18:06:56,1
585,1,Tower of Shadows (1969),tower-of-shadows-1969,,2025-10-28 18:06:56,1
586,1,Supernatural Thrillers (1972),supernatural-thrillers-1972,,2025-10-28 18:06:56,1
587,1,Menace (1953),menace-1953,,2025-10-28 18:06:56,1
588,1,Amazing Adventures (1961),amazing-adventures-1961,,2025-10-28 18:06:56,1
589,1,Spider-Man: Revenge of the Green Goblin (2000),spider-man-revenge-of-the-green-goblin-2000,,2025-10-28 18:06:56,1
590,2,Legends of the Dark Knight (1989),legends-of-the-dark-knight-1989,,2025-10-28 18:06:56,1
591,2,Batman Annual (1961),batman-annual-1961,,2025-10-28 18:06:56,1
593,1,The &#039;Nam (1986),the-039nam-1986,,2025-10-28 18:06:56,1
594,3,Jingle Belle (2004),jingle-belle-2004,,2025-10-28 18:06:56,1
595,1,Spider-Man: Lifeline (2001),spider-man-lifeline-2001,,2025-10-28 18:06:56,1
596,377,TMNT Present: April O&#039;Neil (1993),tmnt-present-april-oneil-1993,,2025-10-28 18:06:56,1
597,16,Lady Death: The Odyssey (1996),lady-death-the-odyssey-1996,,2025-10-28 18:06:56,1
598,2,Batman: The Dailies 1943-1946,batman-the-dailies-1943-1946,,2025-10-28 18:06:56,1
599,2,Larfleeze (2013),larfleeze-2013,,2025-10-28 18:06:56,1
600,1,Journey Into Mystery (1972),journey-into-mystery-1972,,2025-10-28 18:06:56,1
601,1,Green Goblin (1995),green-goblin-1995,,2025-10-28 18:06:56,1
603,1,The First Avenger Adaptation (2014),the-first-avenger-adaptation-2014,,2025-10-28 18:06:56,1
605,604,Sinkha (2007),sinkha-2007,,2025-10-28 18:06:56,1
606,1,The Punisher War Zone (1992),the-punisher-war-zone-1992,,2025-10-28 18:06:56,1
608,607,First publishing One-Shots,first-publishing-one-shots,,2025-10-28 18:06:56,1
609,4,One-Hit Wonder (2014),one-hit-wonder-2014,,2025-10-28 18:06:56,1
610,2,JLA: World Without Grown-Ups (1998),jla-world-without-grown-ups-1998,,2025-10-28 18:06:56,1
611,2,Birds of Prey (1999),birds-of-prey-1999,,2025-10-28 18:06:56,1
612,1,Avengers (1963),avengers-1963,,2025-10-28 18:06:56,1
613,2,Wonder Woman: Agent of Peace (2020),wonder-woman-agent-of-peace-2020,,2025-10-28 18:06:56,1
614,2,Super Powers (1984),super-powers-1984,,2025-10-28 18:06:56,1
615,1,Ghost Rider (1967),ghost-rider-1967,,2025-10-28 18:06:56,1
616,1,Marvel Two-in-One (1974),marvel-two-in-one-1974,,2025-10-28 18:06:56,1
617,1,Moon Knight (1980),moon-knight-1980,"Марк Спектор, брошенный умирать в египетской гробнице, был чудесным образом “воскрешён“ в тени статуи Египетского Бога Луны Хонсу. Уверовав, что он земной аватар Хонсу, Спектор поклялся стать рыцарем луны, вершить правосудие над силами зла и исправлять грехи своего постыдного прошлого. В этом помогают его личности: Стивен Грант, успешный миллионер; Джейк Локли, опытный таксист; и, важнейший из них, серебристо-чёрный мститель – Лунный Рыцарь!",2025-10-28 18:06:56,1
618,23,The Authority (2003),the-authority-2003,,2025-10-28 18:06:56,1
619,27,Grimm (2013),grimm-2013,,2025-10-28 18:06:56,1
620,1,Marvel Fanfare (1982),marvel-fanfare-1982,,2025-10-28 18:06:56,1
621,47,Charmed: Season 10 (2014),charmed-season-10-2014,,2025-10-28 18:06:56,1
622,1,Nebula (2020),nebula-2020,,2025-10-28 18:06:56,1
623,1,Gambit (1993),gambit-1993,,2025-10-28 18:06:56,1
624,1,Solo Avengers (1987),solo-avengers-1987,,2025-10-28 18:06:56,1
626,45,30 Days of Night: Beyond Barrow (2007),30-days-of-night-beyond-barrow-2007,,2025-10-28 18:06:56,1
627,2,Batman: Tenses (2003),batman-tenses-2003,,2025-10-28 18:06:56,1
628,45,Clue (2017),clue-2017,,2025-10-28 18:06:56,1
629,1,Thunderbolts Presents: Zemo: Born Better (2007),thunderbolts-presents-zemo-born-better-2007,,2025-10-28 18:06:56,1
630,45,Star Wars Adventures: Tales From Vader&#039;s Cast,star-wars-adventures-tales-from-vader039s-castle,,2025-10-28 18:06:56,1
631,1,Spider-Man Team-Up (1995),spider-man-team-up-1995,,2025-10-28 18:06:56,1
632,4,Backlash/Spider-Man (1996),backlash-spider-man-1996,,2025-10-28 18:06:56,1
634,633,Miskatonic (2020),miskatonic-2020,,2025-10-28 18:06:56,1
635,1,Doctor Strange (1968),doctor-strange-1968,,2025-10-28 18:06:56,1
636,1,X-Men (1991),x-men-1991,,2025-10-28 18:06:56,1
638,45,Lurkers (2004),lurkers-2004,,2025-10-28 18:06:56,1
639,1,Spider-Woman (1978),spider-woman-1978,,2025-10-28 18:06:56,1
641,2,Action Comics (2016),action-comics-2016,,2025-10-28 18:06:56,1
642,2,Adventures of the Super Sons (2018),adventures-of-the-super-sons-2018,,2025-10-28 18:06:56,1
643,2,Adventures of Superman (2013),adventures-of-superman-2013,,2025-10-28 18:06:56,1
